Date,Hour,Minute,Power (kW)
5/9/2012,19,30,12.99
5/9/2012,19,45,7.68
5/9/2012,20,0,12.67
5/9/2012,20,15,8.06
5/9/2012,20,30,7.42
5/9/2012,20,45,8.26
5/9/2012,21,0,47.42
5/9/2012,21,15,8.13
5/9/2012,21,30,7.42
5/9/2012,21,45,13.06
5/9/2012,22,0,7.42
5/9/2012,22,15,12.8
5/9/2012,22,30,13.95
5/9/2012,22,45,7.55
5/9/2012,23,0,13.25
5/9/2012,23,15,7.55
5/9/2012,23,30,14.21
5/9/2012,23,45,8.51
5/10/2012,0,0,13.7
5/10/2012,0,15,7.87
5/10/2012,0,30,13.95
5/10/2012,0,45,9.41
5/10/2012,1,0,12.48
5/10/2012,1,15,7.49
5/10/2012,1,30,13.12
5/10/2012,1,45,6.98
5/10/2012,2,0,7.23
5/10/2012,2,15,12.93
5/10/2012,2,30,7.1
5/10/2012,2,45,14.08
5/10/2012,3,0,6.66
5/10/2012,3,15,12.35
5/10/2012,3,30,6.72
5/10/2012,3,45,12.42
5/10/2012,4,0,7.62
5/10/2012,4,15,13.89
5/10/2012,4,30,7.23
5/10/2012,4,45,13.06
5/10/2012,5,0,7.23
5/10/2012,5,15,13.7
5/10/2012,5,30,7.3
5/10/2012,5,45,7.87
5/10/2012,6,0,7.36
5/10/2012,6,15,7.87
5/10/2012,6,30,7.23
5/10/2012,6,45,7.36
5/10/2012,7,0,7.3
5/10/2012,7,15,7.17
5/10/2012,7,30,12.99
5/10/2012,7,45,7.17
5/10/2012,8,0,13.25
5/10/2012,8,15,7.36
5/10/2012,8,30,14.72
5/10/2012,8,45,13.63
5/10/2012,9,0,8.19
5/10/2012,9,15,13.38
5/10/2012,9,30,7.68
5/10/2012,9,45,14.66
5/10/2012,10,0,8.83
5/10/2012,10,15,8
5/10/2012,10,30,10.18
5/10/2012,10,45,13.44
5/10/2012,11,0,8.13
5/10/2012,11,15,8.26
5/10/2012,11,30,8.06
5/10/2012,11,45,14.08
5/10/2012,12,0,12.93
5/10/2012,12,15,8
5/10/2012,12,30,7.74
5/10/2012,12,45,13.82
5/10/2012,13,0,9.15
5/10/2012,13,15,9.34
5/10/2012,13,30,13.7
5/10/2012,13,45,8
5/10/2012,14,0,8.19
5/10/2012,14,15,14.46
5/10/2012,14,30,13.7
5/10/2012,14,45,7.94
5/10/2012,15,0,14.46
5/10/2012,15,15,18.11
5/10/2012,15,30,9.15
5/10/2012,15,45,13.7
5/10/2012,16,0,9.02
